time,2013-10-19_11:33:48 treatment,a0 agents,187 iterations,1600 aveEnergy,66.161133 speed,200.000000 speedD,0.330000 speedA,0.060000 speedS,0.000000 moves,0.363744 turns,0.143808 attacks,0.038197 grows,0.388777 replications,0.065475 killedBySeed,51 killedByAttacks,69 killedByStarving,851 moveFailureRate,0.784646 replicationFailureRate,0.289948 attackFailureRate,0.693227 growFailureRate,0.547216
time,2013-10-19_11:33:49 treatment,a0 agents,175 iterations,1700 aveEnergy,75.106857 speed,192.307692 speedD,0.330000 speedA,0.080000 speedS,0.010000 moves,0.300008 turns,0.164026 attacks,0.033601 grows,0.417105 replications,0.085261 killedBySeed,45 killedByAttacks,87 killedByStarving,1325 moveFailureRate,0.801151 replicationFailureRate,0.259357 attackFailureRate,0.625698 growFailureRate,0.592619
time,2013-10-19_11:33:49 treatment,a0 agents,230 iterations,1800 aveEnergy,66.961945 speed,196.078431 speedD,0.380000 speedA,0.030000 speedS,0.010000 moves,0.319576 turns,0.140122 attacks,0.017173 grows,0.447891 replications,0.075237 killedBySeed,49 killedByAttacks,41 killedByStarving,1244 moveFailureRate,0.803467 replicationFailureRate,0.231937 attackFailureRate,0.647177 growFailureRate,0.565476
time,2013-10-19_11:33:50 treatment,a0 agents,212 iterations,1900 aveEnergy,72.669334 speed,175.438596 speedD,0.390000 speedA,0.060000 speedS,0.000000 moves,0.369364 turns,0.127290 attacks,0.023232 grows,0.405822 replications,0.074292 killedBySeed,58 killedByAttacks,79 killedByStarving,1355 moveFailureRate,0.817743 replicationFailureRate,0.174663 attackFailureRate,0.543742 growFailureRate,0.621851
time,2013-10-19_11:33:50 treatment,a0 agents,191 iterations,2000 aveEnergy,88.625191 speed,153.846154 speedD,0.450000 speedA,0.090000 speedS,0.000000 moves,0.318004 turns,0.103170 attacks,0.035113 grows,0.456571 replications,0.087142 killedBySeed,53 killedByAttacks,85 killedByStarving,1366 moveFailureRate,0.782186 replicationFailureRate,0.199429 attackFailureRate,0.546559 growFailureRate,0.534366
time,2013-10-19_11:33:51 treatment,a0 agents,199 iterations,2100 aveEnergy,93.292549 speed,200.000000 speedD,0.300000 speedA,0.100000 speedS,0.010000 moves,0.319521 turns,0.108765 attacks,0.024243 grows,0.472198 replications,0.075273 killedBySeed,55 killedByAttacks,60 killedByStarving,1188 moveFailureRate,0.786375 replicationFailureRate,0.251713 attackFailureRate,0.683688 growFailureRate,0.537649
time,2013-10-19_11:33:51 treatment,a0 agents,204 iterations,2200 aveEnergy,96.371521 speed,185.185185 speedD,0.350000 speedA,0.080000 speedS,0.010000 moves,0.326404 turns,0.140403 attacks,0.031386 grows,0.422846 replications,0.078960 killedBySeed,54 killedByAttacks,96 killedByStarving,1204 moveFailureRate,0.789726 replicationFailureRate,0.220544 attackFailureRate,0.568947 growFailureRate,0.507898
time,2013-10-19_11:33:52 treatment,a0 agents,194 iterations,2300 aveEnergy,105.987778 speed,175.438596 speedD,0.380000 speedA,0.090000 speedS,0.010000 moves,0.316246 turns,0.112969 attacks,0.034130 grows,0.460444 replications,0.076212 killedBySeed,48 killedByAttacks,70 killedByStarving,1193 moveFailureRate,0.811353 replicationFailureRate,0.281684 attackFailureRate,0.549000 growFailureRate,0.490105
time,2013-10-19_11:33:53 treatment,a0 agents,222 iterations,2400 aveEnergy,95.698494 speed,169.491525 speedD,0.440000 speedA,0.050000 speedS,0.010000 moves,0.319562 turns,0.128039 attacks,0.025712 grows,0.454297 replications,0.072390 killedBySeed,50 killedByAttacks,56 killedByStarving,1097 moveFailureRate,0.822093 replicationFailureRate,0.336776 attackFailureRate,0.713022 growFailureRate,0.544720
time,2013-10-19_11:33:53 treatment,a0 agents,259 iterations,2500 aveEnergy,80.781921 speed,158.730159 speedD,0.420000 speedA,0.110000 speedS,0.010000 moves,0.266886 turns,0.172870 attacks,0.026409 grows,0.411949 replications,0.121885 killedBySeed,63 killedByAttacks,88 killedByStarving,1783 moveFailureRate,0.788708 replicationFailureRate,0.215396 attackFailureRate,0.610588 growFailureRate,0.568067
time,2013-10-19_11:33:54 treatment,a0 agents,219 iterations,2600 aveEnergy,97.689667 speed,172.413793 speedD,0.420000 speedA,0.040000 speedS,0.000000 moves,0.306623 turns,0.167839 attacks,0.033733 grows,0.419152 replications,0.072654 killedBySeed,51 killedByAttacks,78 killedByStarving,1139 moveFailureRate,0.795122 replicationFailureRate,0.356548 attackFailureRate,0.683019 growFailureRate,0.580594
time,2013-10-19_11:33:54 treatment,a0 agents,215 iterations,2700 aveEnergy,103.349091 speed,169.491525 speedD,0.420000 speedA,0.060000 speedS,0.010000 moves,0.304912 turns,0.157098 attacks,0.032657 grows,0.435113 replications,0.070220 killedBySeed,48 killedByAttacks,83 killedByStarving,1102 moveFailureRate,0.799935 replicationFailureRate,0.291139 attackFailureRate,0.564516 growFailureRate,0.524249
time,2013-10-19_11:33:55 treatment,a0 agents,231 iterations,2800 aveEnergy,100.539818 speed,196.078431 speedD,0.310000 speedA,0.100000 speedS,0.000000 moves,0.344878 turns,0.134238 attacks,0.028534 grows,0.424381 replications,0.067969 killedBySeed,59 killedByAttacks,63 killedByStarving,1022 moveFailureRate,0.790064 replicationFailureRate,0.324669 attackFailureRate,0.668224 growFailureRate,0.520698
time,2013-10-19_11:33:56 treatment,a0 agents,223 iterations,2900 aveEnergy,102.618958 speed,158.730159 speedD,0.440000 speedA,0.070000 speedS,0.010000 moves,0.337342 turns,0.150988 attacks,0.029412 grows,0.386669 replications,0.095588 killedBySeed,48 killedByAttacks,139 killedByStarving,1537 moveFailureRate,0.822008 replicationFailureRate,0.251946 attackFailureRate,0.449393 growFailureRate,0.579028
time,2013-10-19_11:33:56 treatment,a0 agents,200 iterations,3000 aveEnergy,125.557472 speed,185.185185 speedD,0.340000 speedA,0.080000 speedS,0.010000 moves,0.309924 turns,0.133948 attacks,0.033012 grows,0.446719 replications,0.076396 killedBySeed,48 killedByAttacks,113 killedByStarving,1284 moveFailureRate,0.883968 replicationFailureRate,0.237799 attackFailureRate,0.645791 growFailureRate,0.480273
time,2013-10-19_11:33:57 treatment,a0 agents,217 iterations,3100 aveEnergy,123.760170 speed,166.666667 speedD,0.400000 speedA,0.090000 speedS,0.010000 moves,0.277645 turns,0.133153 attacks,0.040336 grows,0.483009 replications,0.065857 killedBySeed,59 killedByAttacks,60 killedByStarving,1089 moveFailureRate,0.821090 replicationFailureRate,0.220682 attackFailureRate,0.707572 growFailureRate,0.442401
time,2013-10-19_11:33:57 treatment,a0 agents,205 iterations,3200 aveEnergy,139.903595 speed,178.571429 speedD,0.370000 speedA,0.080000 speedS,0.000000 moves,0.292083 turns,0.139989 attacks,0.029731 grows,0.442721 replications,0.095476 killedBySeed,57 killedByAttacks,96 killedByStarving,1535 moveFailureRate,0.831861 replicationFailureRate,0.270523 attackFailureRate,0.602892 growFailureRate,0.450063
time,2013-10-19_11:33:58 treatment,a0 agents,193 iterations,3300 aveEnergy,150.084000 speed,172.413793 speedD,0.420000 speedA,0.050000 speedS,0.010000 moves,0.273978 turns,0.120576 attacks,0.029041 grows,0.477693 replications,0.098713 killedBySeed,61 killedByAttacks,64 killedByStarving,1646 moveFailureRate,0.813364 replicationFailureRate,0.208806 attackFailureRate,0.657596 growFailureRate,0.520403
time,2013-10-19_11:33:58 treatment,a0 agents,215 iterations,3400 aveEnergy,142.079529 speed,204.081633 speedD,0.330000 speedA,0.060000 speedS,0.010000 moves,0.280616 turns,0.122932 attacks,0.037931 grows,0.483383 replications,0.075139 killedBySeed,49 killedByAttacks,71 killedByStarving,946 moveFailureRate,0.820932 replicationFailureRate,0.392308 attackFailureRate,0.663810 growFailureRate,0.469397
time,2013-10-19_11:33:59 treatment,a0 agents,206 iterations,3500 aveEnergy,155.342133 speed,153.846154 speedD,0.410000 speedA,0.130000 speedS,0.010000 moves,0.259535 turns,0.117102 attacks,0.036272 grows,0.474986 replications,0.112105 killedBySeed,45 killedByAttacks,121 killedByStarving,1805 moveFailureRate,0.794322 replicationFailureRate,0.203385 attackFailureRate,0.652136 growFailureRate,0.528628
time,2013-10-19_11:34:00 treatment,a0 agents,194 iterations,3600 aveEnergy,174.097076 speed,172.413793 speedD,0.390000 speedA,0.080000 speedS,0.010000 moves,0.248086 turns,0.145149 attacks,0.032816 grows,0.483366 replications,0.090583 killedBySeed,55 killedByAttacks,119 killedByStarving,1437 moveFailureRate,0.758311 replicationFailureRate,0.226277 attackFailureRate,0.638388 growFailureRate,0.487833
time,2013-10-19_11:34:00 treatment,a0 agents,204 iterations,3700 aveEnergy,177.536606 speed,178.571429 speedD,0.400000 speedA,0.050000 speedS,0.000000 moves,0.271890 turns,0.147506 attacks,0.034377 grows,0.475853 replications,0.070373 killedBySeed,53 killedByAttacks,78 killedByStarving,1093 moveFailureRate,0.832430 replicationFailureRate,0.282064 attackFailureRate,0.643305 growFailureRate,0.450087
time,2013-10-19_11:34:01 treatment,a0 agents,213 iterations,3800 aveEnergy,176.431778 speed,178.571429 speedD,0.450000 speedA,0.010000 speedS,0.000000 moves,0.269723 turns,0.139359 attacks,0.034393 grows,0.485212 replications,0.071313 killedBySeed,45 killedByAttacks,77 killedByStarving,1028 moveFailureRate,0.826527 replicationFailureRate,0.290505 attackFailureRate,0.663075 growFailureRate,0.493196
time,2013-10-19_11:34:01 treatment,a0 agents,216 iterations,3900 aveEnergy,183.700089 speed,188.679245 speedD,0.350000 speedA,0.070000 speedS,0.010000 moves,0.290778 turns,0.117779 attacks,0.032470 grows,0.486162 replications,0.072810 killedBySeed,54 killedByAttacks,92 killedByStarving,1057 moveFailureRate,0.837730 replicationFailureRate,0.272025 attackFailureRate,0.595723 growFailureRate,0.502959
time,2013-10-19_11:34:02 treatment,a0 agents,220 iterations,4000 aveEnergy,188.476746 speed,188.679245 speedD,0.340000 speedA,0.080000 speedS,0.010000 moves,0.321968 turns,0.119703 attacks,0.033875 grows,0.460702 replications,0.063753 killedBySeed,47 killedByAttacks,77 killedByStarving,1028 moveFailureRate,0.842479 replicationFailureRate,0.294527 attackFailureRate,0.664794 growFailureRate,0.511463
time,2013-10-19_11:34:03 treatment,a0 agents,216 iterations,4100 aveEnergy,194.385544 speed,149.253731 speedD,0.530000 speedA,0.030000 speedS,0.000000 moves,0.279373 turns,0.124310 attacks,0.023836 grows,0.491589 replications,0.080892 killedBySeed,53 killedByAttacks,61 killedByStarving,1363 moveFailureRate,0.769383 replicationFailureRate,0.287836 attackFailureRate,0.674387 growFailureRate,0.497952
time,2013-10-19_11:34:03 treatment,a0 agents,368 iterations,4200 aveEnergy,114.106171 speed,149.253731 speedD,0.430000 speedA,0.130000 speedS,0.000000 moves,0.265763 turns,0.120251 attacks,0.034454 grows,0.457979 replications,0.121552 killedBySeed,52 killedByAttacks,110 killedByStarving,1779 moveFailureRate,0.796275 replicationFailureRate,0.158483 attackFailureRate,0.453202 growFailureRate,0.550710
time,2013-10-19_11:34:04 treatment,a0 agents,277 iterations,4300 aveEnergy,146.548660 speed,108.695652 speedD,0.630000 speedA,0.140000 speedS,0.010000 moves,0.273455 turns,0.100356 attacks,0.019509 grows,0.422572 replications,0.184107 killedBySeed,49 killedByAttacks,113 killedByStarving,3259 moveFailureRate,0.850805 replicationFailureRate,0.127465 attackFailureRate,0.552221 growFailureRate,0.601230
time,2013-10-19_11:34:05 treatment,a0 agents,262 iterations,4400 aveEnergy,155.711197 speed,140.845070 speedD,0.480000 speedA,0.110000 speedS,0.000000 moves,0.272438 turns,0.123392 attacks,0.026848 grows,0.470512 replications,0.106810 killedBySeed,51 killedByAttacks,104 killedByStarving,2131 moveFailureRate,0.842341 replicationFailureRate,0.178589 attackFailureRate,0.657115 growFailureRate,0.629715
time,2013-10-19_11:34:06 treatment,a0 agents,229 iterations,4500 aveEnergy,182.548050 speed,158.730159 speedD,0.410000 speedA,0.100000 speedS,0.000000 moves,0.300512 turns,0.118840 attacks,0.030107 grows,0.466776 replications,0.083765 killedBySeed,53 killedByAttacks,101 killedByStarving,1492 moveFailureRate,0.851580 replicationFailureRate,0.242541 attackFailureRate,0.624023 growFailureRate,0.532565
time,2013-10-19_11:34:06 treatment,a0 agents,267 iterations,4600 aveEnergy,161.574020 speed,156.250000 speedD,0.370000 speedA,0.150000 speedS,0.010000 moves,0.349905 turns,0.098367 attacks,0.028363 grows,0.435260 replications,0.088105 killedBySeed,50 killedByAttacks,73 killedByStarving,1573 moveFailureRate,0.802299 replicationFailureRate,0.202417 attackFailureRate,0.611053 growFailureRate,0.523476
time,2013-10-19_11:34:07 treatment,a0 agents,258 iterations,4700 aveEnergy,170.054825 speed,140.845070 speedD,0.470000 speedA,0.120000 speedS,0.010000 moves,0.311026 turns,0.122788 attacks,0.023101 grows,0.425998 replications,0.117086 killedBySeed,49 killedByAttacks,90 killedByStarving,2169 moveFailureRate,0.787848 replicationFailureRate,0.239598 attackFailureRate,0.628042 growFailureRate,0.497549
time,2013-10-19_11:34:08 treatment,a0 agents,246 iterations,4800 aveEnergy,190.839691 speed,163.934426 speedD,0.440000 speedA,0.050000 speedS,0.000000 moves,0.283675 turns,0.119921 attacks,0.030070 grows,0.502872 replications,0.063461 killedBySeed,44 killedByAttacks,73 killedByStarving,1102 moveFailureRate,0.839996 replicationFailureRate,0.310231 attackFailureRate,0.638806 growFailureRate,0.453561
time,2013-10-19_11:34:08 treatment,a0 agents,248 iterations,4900 aveEnergy,198.259964 speed,158.730159 speedD,0.400000 speedA,0.110000 speedS,0.010000 moves,0.264969 turns,0.121670 attacks,0.031913 grows,0.510903 replications,0.070545 killedBySeed,49 killedByAttacks,90 killedByStarving,1341 moveFailureRate,0.866214 replicationFailureRate,0.196324 attackFailureRate,0.620499 growFailureRate,0.460664
time,2013-10-19_11:34:09 treatment,a0 agents,262 iterations,5000 aveEnergy,199.516846 speed,158.730159 speedD,0.440000 speedA,0.080000 speedS,0.010000 moves,0.320128 turns,0.104689 attacks,0.019880 grows,0.487388 replications,0.067915 killedBySeed,49 killedByAttacks,70 killedByStarving,1250 moveFailureRate,0.885399 replicationFailureRate,0.249577 attackFailureRate,0.589595 growFailureRate,0.473799
time,2013-10-19_11:34:10 treatment,a0 agents,240 iterations,5100 aveEnergy,231.554657 speed,161.290323 speedD,0.430000 speedA,0.060000 speedS,0.000000 moves,0.312016 turns,0.102735 attacks,0.030161 grows,0.498427 replications,0.056661 killedBySeed,55 killedByAttacks,95 killedByStarving,1030 moveFailureRate,0.822474 replicationFailureRate,0.294714 attackFailureRate,0.596790 growFailureRate,0.435967
